"Sitio",Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"UMP 180","","Piazzini, Carlo E., 2009",6.765833,-76.202222,0,0,0,0,0,0,
"UMP 181","","Piazzini, Carlo E., 2009",6.754167,-76.198333,0,0,0,0,0,0,
"UIA 5","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.240833,-75.474722,0,0,0,0,0,0,
"UIA 100","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.254167,-75.495,0,0,0,0,0,0,
"UIA 106","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.239722,-75.492778,0,0,0,0,0,0,
"UIA 32","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.246389,-75.484722,0,0,0,0,0,0,
"UMP 182","","Piazzini, Carlo E., 2009",6.759444,-76.199167,0,0,0,0,0,0,
"UMP 183","","Piazzini, Carlo E., 2009",6.766111,-76.198889,0,0,0,0,0,0,
"UMP 184","","Piazzini, Carlo E., 2009",6.76,-76.198889,0,0,0,0,0,0,
"UMP 185","","Piazzini, Carlo E., 2009",6.766667,-76.198611,0,0,0,0,0,0,
"UMP 186","","Piazzini, Carlo E., 2009",6.748889,-76.210556,0,0,0,0,0,0,
"UMP 187","","Piazzini, Carlo E., 2009",6.767778,-76.200833,0,0,0,0,0,0,
"UMP 188","","Piazzini, Carlo E., 2009",6.748611,-76.21,0,0,0,0,0,0,
"UMP 189","","Piazzini, Carlo E., 2009",6.773056,-76.199444,0,0,0,0,0,0,
"UMP 190","","Piazzini, Carlo E., 2009",6.748056,-76.204722,0,0,0,0,0,0,
"UMP 191","","Piazzini, Carlo E., 2009",6.772778,-76.198889,0,0,0,0,0,0,
"UMP 192","","Piazzini, Carlo E., 2009",6.747778,-76.203611,0,0,0,0,0,0,
"UMP 193","","Piazzini, Carlo E., 2009",6.773056,-76.200833,0,0,0,0,0,0,
"UMP 194","","Piazzini, Carlo E., 2009",6.748333,-76.2025,0,0,0,0,0,0,
"UMP 195","","Piazzini, Carlo E., 2009",6.741389,-76.201944,0,0,0,0,0,0,
"UMP 196","","Piazzini, Carlo E., 2009",6.748611,-76.203333,0,0,0,0,0,0,
"UMP 197","","Piazzini, Carlo E., 2009",6.773611,-76.2025,0,0,0,0,0,0,
"UMP 198","","Piazzini, Carlo E., 2009",6.748056,-76.201667,0,0,0,0,0,0,
"UMP 199","","Piazzini, Carlo E., 2009",6.779722,-76.198611,0,0,0,0,0,0,
"UMP 200","","Piazzini, Carlo E., 2009",6.765833,-76.195833,0,0,0,0,0,0,
"UMG 2","","Piazzini, Carlo E., 2004",6.729167,-76.093889,0,0,0,0,0,0,
"UMG 3","","Piazzini, Carlo E., 2004",6.728333,-76.094722,0,0,0,0,0,0,
"UMG 6","","Piazzini, Carlo E., 2004",6.73,-76.095556,0,0,0,0,0,0,
"UMG 11","","Piazzini, Carlo E., 2004",6.723889,-76.092778,0,0,0,0,0,0,
"UMG 9","","Piazzini, Carlo E., 2004",6.731944,-76.096667,0,0,0,0,0,0,
"UMG 13","","Piazzini, Carlo E., 2004",6.741944,-76.096111,0,0,0,0,0,0,
"UMG 14","","Piazzini, Carlo E., 2004",6.745556,-76.097222,0,0,0,0,0,0,
"UMG 15","","Piazzini, Carlo E., 2004",6.746111,-76.099167,0,0,0,0,0,0,
"UMG 50","","Piazzini, Carlo E., 2004",6.727222,-76.091389,0,0,0,0,0,0,
"UMG 52","","Piazzini, Carlo E., 2004",6.728056,-76.088611,0,0,0,0,0,0,
"UMG 54","","Piazzini, Carlo E., 2004",6.728333,-76.086667,0,0,0,0,0,0,
"UMG 59","","Piazzini, Carlo E., 2004",6.729167,-76.083056,0,0,0,0,0,0,
"UMG 60","","Piazzini, Carlo E., 2004",6.728611,-76.0825,0,0,0,0,0,0,
"UMG 62","","Piazzini, Carlo E., 2004",6.727222,-76.083333,0,0,0,0,0,0,
"UMG 67","","Piazzini, Carlo E., 2004",6.7375,-76.086389,0,0,0,0,0,0,
"UMG 77","","Piazzini, Carlo E., 2004",6.734444,-76.089444,0,0,0,0,0,0,
"UMG 71","","Piazzini, Carlo E., 2004",6.737222,-76.090556,0,0,0,0,0,0,
"UMG 72","","Piazzini, Carlo E., 2004",6.738056,-76.090556,0,0,0,0,0,0,
"UMG 78","","Piazzini, Carlo E., 2004",6.736667,-76.09,0,0,0,0,0,0,
"UMG 4","","Piazzini, Carlo E., 2004",6.752222,-76.099444,0,0,0,0,0,0,
"UMG 5","","Piazzini, Carlo E., 2004",6.76,-76.091389,0,0,0,0,0,0,
"UMG 16","","Piazzini, Carlo E., 2004",6.727069,-76.098067,0,0,0,0,0,0,
"UMG 17","","Piazzini, Carlo E., 2004",6.756944,-76.1025,0,0,0,0,0,0,
"UMG 21","","Piazzini, Carlo E., 2004",6.775833,-76.095278,0,0,0,0,0,0,
"UMG 41","","Piazzini, Carlo E., 2004",6.814167,-76.172222,0,0,0,0,0,0,
"UMG 43","","Piazzini, Carlo E., 2004",6.809167,-76.104444,0,0,0,0,0,0,
"UMP 227","","Piazzini, Carlo E., 2009",6.780278,-76.202222,0,0,0,0,0,0,
"UMP 228","","Piazzini, Carlo E., 2009",6.771111,-76.201111,0,0,0,0,0,0,
"UMP 229","","Piazzini, Carlo E., 2009",6.753056,-76.224722,0,0,0,0,0,0,
"UMP 230","","Piazzini, Carlo E., 2009",6.784722,-76.192222,0,0,0,0,0,0,
"UMP 231","","Piazzini, Carlo E., 2009",6.753611,-76.224167,0,0,0,0,0,0,
"UMP 232","","Piazzini, Carlo E., 2009",6.781389,-76.201667,0,0,0,0,0,0,
"UMP 233","","Piazzini, Carlo E., 2009",6.758611,-76.221944,0,0,0,0,0,0,
"UMP 234","","Piazzini, Carlo E., 2009",6.778333,-76.209444,0,0,0,0,0,0,
"UMP 235","","Piazzini, Carlo E., 2009",6.758611,-76.223333,0,0,0,0,0,0,
"UMP 236","","Piazzini, Carlo E., 2009",6.776389,-76.212778,0,0,0,0,0,0,
"UMP 237","","Piazzini, Carlo E., 2009",6.763611,-76.223056,0,0,0,0,0,0,
"UMP 238","","Piazzini, Carlo E., 2009",6.776944,-76.2125,0,0,0,0,0,0,
"UMP 239","","Piazzini, Carlo E., 2009",6.763333,-76.223333,0,0,0,0,0,0,
"UMP 240","","Piazzini, Carlo E., 2009",6.775278,-76.2125,0,0,0,0,0,0,
"UMP 242","","Piazzini, Carlo E., 2009",6.774444,-76.212222,0,0,0,0,0,0,
"UMP 243","","Piazzini, Carlo E., 2009",6.762222,-76.2225,0,0,0,0,0,0,
"UMP 244","","Piazzini, Carlo E., 2009",6.771111,-76.213056,0,0,0,0,0,0,
"UMP 245","","Piazzini, Carlo E., 2009",6.761389,-76.222778,0,0,0,0,0,0,
"UMP 246","","Piazzini, Carlo E., 2009",6.770833,-76.212778,0,0,0,0,0,0,
"UMP 247","","Piazzini, Carlo E., 2009",6.761944,-76.223056,0,0,0,0,0,0,
"UMP 248","","Piazzini, Carlo E., 2009",6.778056,-76.212222,0,0,0,0,0,0,
"UMP 249","","Piazzini, Carlo E., 2009",6.763056,-76.221944,0,0,0,0,0,0,
"UMP 250","","Piazzini, Carlo E., 2009",6.779722,-76.211111,0,0,0,0,0,0,
"UMP 251","","Piazzini, Carlo E., 2009",6.762222,-76.224167,0,0,0,0,0,0,
"UMP 252","","Piazzini, Carlo E., 2009",6.781667,-76.211389,0,0,0,0,0,0,
"UMP 253","","Piazzini, Carlo E., 2009",6.761944,-76.224167,0,0,0,0,0,0,
"UMP 254","","Piazzini, Carlo E., 2009",6.783056,-76.211111,0,0,0,0,0,0,
"UMP 255","","Piazzini, Carlo E., 2009",6.760556,-76.225556,0,0,0,0,0,0,
"UMP 256","","Piazzini, Carlo E., 2009",6.784444,-76.212778,0,0,0,0,0,0,
"UMP 257","","Piazzini, Carlo E., 2009",6.760556,-76.222778,0,0,0,0,0,0,
"UMP 258","","Piazzini, Carlo E., 2009",6.777778,-76.209167,0,0,0,0,0,0,
"UMP 259","","Piazzini, Carlo E., 2009",6.760556,-76.221944,0,0,0,0,0,0,
"UMP 260","","Piazzini, Carlo E., 2009",6.778333,-76.208611,0,0,0,0,0,0,
"UMP 261","","Piazzini, Carlo E., 2009",6.762778,-76.219722,0,0,0,0,0,0,
"UMP 262","","Piazzini, Carlo E., 2009",6.757222,-76.219167,0,0,0,0,0,0,
"UMP 263","","Piazzini, Carlo E., 2009",6.763056,-76.220833,0,0,0,0,0,0,
"UMP 264","","Piazzini, Carlo E., 2009",6.766389,-76.224722,0,0,0,0,0,0,
"UMP 265","","Piazzini, Carlo E., 2009",6.768611,-76.223889,0,0,0,0,0,0,
"UMP 266","","Piazzini, Carlo E., 2009",6.787222,-76.213056,0,0,0,0,0,0,
"UMP 267","","Piazzini, Carlo E., 2009",6.768056,-76.219722,0,0,0,0,0,0,
"UMP 268","","Piazzini, Carlo E., 2009",6.799167,-76.231667,0,0,0,0,0,0,
"UMP 269","","Piazzini, Carlo E., 2009",6.773611,-76.2175,0,0,0,0,0,0,
"UMP 270","","Piazzini, Carlo E., 2009",6.794167,-76.215,0,0,0,0,0,0,
"UMP 271","","Piazzini, Carlo E., 2009",6.774722,-76.220556,0,0,0,0,0,0,
"UMP 272","","Piazzini, Carlo E., 2009",6.7925,-76.215278,0,0,0,0,0,0,
"UMP 273","","Piazzini, Carlo E., 2009",6.774444,-76.216667,0,0,0,0,0,0,
"UMP 274","","Piazzini, Carlo E., 2009",6.7725,-76.223889,0,0,0,0,0,0,
"UMP 275","","Piazzini, Carlo E., 2009",6.775,-76.216111,0,0,0,0,0,0,
"UMP 276","","Piazzini, Carlo E., 2009",6.771389,-76.223889,0,0,0,0,0,0,
"UMP 277","","Piazzini, Carlo E., 2009",6.781111,-76.215556,0,0,0,0,0,0,
"UMP 278","","Piazzini, Carlo E., 2009",6.788889,-76.221667,0,0,0,0,0,0,
"UMP 279","","Piazzini, Carlo E., 2009",6.786389,-76.215833,0,0,0,0,0,0,
"UMP 280","","Piazzini, Carlo E., 2009",6.791944,-76.221667,0,0,0,0,0,0,
"UMP 281","","Piazzini, Carlo E., 2009",6.787222,-76.233056,0,0,0,0,0,0,
"UMP 282","","Piazzini, Carlo E., 2009",6.792778,-76.221389,0,0,0,0,0,0,
"UMP 283","","Piazzini, Carlo E., 2009",6.787222,-76.2175,0,0,0,0,0,0,
"UMP 284","","Piazzini, Carlo E., 2009",6.770278,-76.199167,0,0,0,0,0,0,
"UMP 285","","Piazzini, Carlo E., 2009",6.784722,-76.221111,0,0,0,0,0,0,
"UMP 286","","Piazzini, Carlo E., 2009",6.455833,-76.217222,0,0,0,0,0,0,
"UMP 287","","Piazzini, Carlo E., 2009",6.781944,-76.205556,0,0,0,0,0,0,
"UMP 288","","Piazzini, Carlo E., 2009",6.789444,-76.216944,0,0,0,0,0,0,
"UMP 289","","Piazzini, Carlo E., 2009",6.783611,-76.205556,0,0,0,0,0,0,
"UMP 290","","Piazzini, Carlo E., 2009",6.790556,-76.218056,0,0,0,0,0,0,
"UMP 291","","Piazzini, Carlo E., 2009",6.784167,-76.205278,0,0,0,0,0,0,
"UMP 292","","Piazzini, Carlo E., 2009",6.789167,-76.220556,0,0,0,0,0,0,
"UMP 293","","Piazzini, Carlo E., 2009",6.783889,-76.201111,0,0,0,0,0,0,
"UMP 294","","Piazzini, Carlo E., 2009",6.798333,-76.220833,0,0,0,0,0,0,
"UMP 295","","Piazzini, Carlo E., 2009",6.783333,-76.201667,0,0,0,0,0,0,
"UMP 296","","Piazzini, Carlo E., 2009",6.796111,-76.21,0,0,0,0,0,0,
"UMP 297","","Piazzini, Carlo E., 2009",6.783611,-76.203333,0,0,0,0,0,0,
"UMP 298","","Piazzini, Carlo E., 2009",6.796667,-76.21,0,0,0,0,0,0,
"UMP 299","","Piazzini, Carlo E., 2009",6.783333,-76.203611,0,0,0,0,0,0,
"UMP 300","","Piazzini, Carlo E., 2009",6.7975,-76.208611,0,0,0,0,0,0,
"UMP 301","","Piazzini, Carlo E., 2009",6.783611,-76.203611,0,0,0,0,0,0,
"UMP 302","","Piazzini, Carlo E., 2009",6.8,-76.208333,0,0,0,0,0,0,
"UMP 304","","Piazzini, Carlo E., 2009",6.803333,-76.207222,0,0,0,0,0,0,
"UMP 305","","Piazzini, Carlo E., 2009",6.785833,-76.204722,0,0,0,0,0,0,
"UMP 306","","Piazzini, Carlo E., 2009",6.804722,-76.206944,0,0,0,0,0,0,
"UMP 307","","Piazzini, Carlo E., 2009",6.785278,-76.203333,0,0,0,0,0,0,
"UMP 308","","Piazzini, Carlo E., 2009",6.804722,-76.207778,0,0,0,0,0,0,
"UMP 309","","Piazzini, Carlo E., 2009",6.786389,-76.201944,0,0,0,0,0,0,
"UMP 310","","Piazzini, Carlo E., 2009",6.805,-76.208333,0,0,0,0,0,0,
"UMP 311","","Piazzini, Carlo E., 2009",6.785556,-76.17,0,0,0,0,0,0,
"UMP 312","","Piazzini, Carlo E., 2009",6.804722,-76.21,0,0,0,0,0,0,
"UMP 313","","Piazzini, Carlo E., 2009",6.7875,-76.205,0,0,0,0,0,0,
"UMP 314","","Piazzini, Carlo E., 2009",6.806111,-76.209167,0,0,0,0,0,0,
"UMP 315","","Piazzini, Carlo E., 2009",6.786389,-76.205,0,0,0,0,0,0,
"UMP 317","","Piazzini, Carlo E., 2009",6.786944,-76.203333,0,0,0,0,0,0,
"UMP 318","","Piazzini, Carlo E., 2009",6.784167,-76.208056,0,0,0,0,0,0,
"UMP 319","","Piazzini, Carlo E., 2009",6.788611,-76.205556,0,0,0,0,0,0,
"UMP 320","","Piazzini, Carlo E., 2009",6.785556,-76.208611,0,0,0,0,0,0,
"UMP 321","","Piazzini, Carlo E., 2009",6.806667,-76.212778,0,0,0,0,0,0,
"UMP 322","","Piazzini, Carlo E., 2009",6.786944,-76.208889,0,0,0,0,0,0,
"UMP 323","","Piazzini, Carlo E., 2009",6.813333,-76.210556,0,0,0,0,0,0,
"UMP 324","","Piazzini, Carlo E., 2009",6.791389,-76.209722,0,0,0,0,0,0,
"UMP 325","","Piazzini, Carlo E., 2009",6.813333,-76.212222,0,0,0,0,0,0,
"UMP 326","","Piazzini, Carlo E., 2009",6.784444,-76.206389,0,0,0,0,0,0,
"UMP 327","","Piazzini, Carlo E., 2009",6.813611,-76.216389,0,0,0,0,0,0,
"UMP 328","","Piazzini, Carlo E., 2009",6.785,-76.206667,0,0,0,0,0,0,
"UMP 329","","Piazzini, Carlo E., 2009",6.808889,-76.221389,0,0,0,0,0,0,
"UMP 330","","Piazzini, Carlo E., 2009",6.786389,-76.206667,0,0,0,0,0,0,
"UMP 331","","Piazzini, Carlo E., 2009",6.807222,-76.220556,0,0,0,0,0,0,
"UMP 332","","Piazzini, Carlo E., 2009",6.788333,-76.207222,0,0,0,0,0,0,
"UMP 333","","Piazzini, Carlo E., 2009",6.79,-76.207222,0,0,0,0,0,0,
"UMP 334","","Piazzini, Carlo E., 2009",6.793333,-76.210833,0,0,0,0,0,0,
"UMP 335","","Piazzini, Carlo E., 2009",6.757222,-76.2075,0,0,0,0,0,0,
"UMP 336","","Piazzini, Carlo E., 2009",6.785278,-76.212778,0,0,0,0,0,0,
"UMP 337","","Piazzini, Carlo E., 2009",6.790833,-76.207778,0,0,0,0,0,0,
"UMP 338","","Piazzini, Carlo E., 2009",6.795278,-76.208333,0,0,0,0,0,0,
"UMP 339","","Piazzini, Carlo E., 2009",6.790278,-76.205278,0,0,0,0,0,0,
"UIA 36","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.245556,-75.4875,0,0,0,0,0,0,
"UMP 340","","Piazzini, Carlo E., 2009",6.794722,-76.208611,0,0,0,0,0,0,
"UMP 341","","Piazzini, Carlo E., 2009",6.791389,-76.211667,0,0,0,0,0,0,
"UMP 342","","Piazzini, Carlo E., 2009",6.790278,-76.205833,0,0,0,0,0,0,
"UMP 343","","Piazzini, Carlo E., 2009",6.790833,-76.211667,0,0,0,0,0,0,
"UMP 344","","Piazzini, Carlo E., 2009",6.791389,-76.204444,0,0,0,0,0,0,
"UMP 345","","Piazzini, Carlo E., 2009",6.815833,-76.200556,0,0,0,0,0,0,
"UMP 346","","Piazzini, Carlo E., 2009",6.793056,-76.208056,0,0,0,0,0,0,
"UMP 347","","Piazzini, Carlo E., 2009",6.818611,-76.195,0,0,0,0,0,0,
"UMP 348","","Piazzini, Carlo E., 2009",6.7925,-76.209167,0,0,0,0,0,0,
"UMP 349","","Piazzini, Carlo E., 2009",6.819444,-76.196389,0,0,0,0,0,0,
"UMP 350","","Piazzini, Carlo E., 2009",6.795,-76.208056,0,0,0,0,0,0,
"UMP 351","","Piazzini, Carlo E., 2009",6.8175,-76.195278,0,0,0,0,0,0,
"UMP 352","","Piazzini, Carlo E., 2009",6.793611,-76.207222,0,0,0,0,0,0,
"UMP 353","","Piazzini, Carlo E., 2009",6.821667,-76.195556,0,0,0,0,0,0,
"UMP 354","","Piazzini, Carlo E., 2009",6.793611,-76.206944,0,0,0,0,0,0,
"UMP 355","","Piazzini, Carlo E., 2009",6.823056,-76.2,0,0,0,0,0,0,
"UMP 356","","Piazzini, Carlo E., 2009",6.795278,-76.203889,0,0,0,0,0,0,
"UMP 357","","Piazzini, Carlo E., 2009",6.822778,-76.195556,0,0,0,0,0,0,
"UMP 359","","Piazzini, Carlo E., 2009",6.823333,-76.195556,0,0,0,0,0,0,
"UMP 360","","Piazzini, Carlo E., 2009",6.795,-76.214444,0,0,0,0,0,0,
"UMP 361","","Piazzini, Carlo E., 2009",6.819167,-76.2025,0,0,0,0,0,0,
"UMP 362","","Piazzini, Carlo E., 2009",6.800833,-76.214722,0,0,0,0,0,0,
"UMP 363","","Piazzini, Carlo E., 2009",6.770278,-76.229722,0,0,0,0,0,0,
"UMP 364","","Piazzini, Carlo E., 2009",6.804444,-76.215,0,0,0,0,0,0,
"UMP 365","","Piazzini, Carlo E., 2009",6.768611,-76.228611,0,0,0,0,0,0,
"UMP 366","","Piazzini, Carlo E., 2009",6.805833,-76.215,0,0,0,0,0,0,
"UMP 367","","Piazzini, Carlo E., 2009",6.7675,-76.231111,0,0,0,0,0,0,
"UMP 368","","Piazzini, Carlo E., 2009",6.806111,-76.215278,0,0,0,0,0,0,
"UMP 369","","Piazzini, Carlo E., 2009",6.779444,-76.228333,0,0,0,0,0,0,
"UMP 370","","Piazzini, Carlo E., 2009",6.807222,-76.215556,0,0,0,0,0,0,
"UMP 371","","Piazzini, Carlo E., 2009",6.780556,-76.229722,0,0,0,0,0,0,
"UMP 372","","Piazzini, Carlo E., 2009",6.805833,-76.206389,0,0,0,0,0,0,
"UMP 373","","Piazzini, Carlo E., 2009",6.781389,-76.229444,0,0,0,0,0,0,
"UMP 374","","Piazzini, Carlo E., 2009",6.805833,-76.205833,0,0,0,0,0,0,
"UMP 375","","Piazzini, Carlo E., 2009",6.7825,-76.228611,0,0,0,0,0,0,
"UMP 376","","Piazzini, Carlo E., 2009",6.806667,-76.206944,0,0,0,0,0,0,
"UIA 92","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.243611,-75.500556,0,0,0,0,0,0,
"UMP 377","","Piazzini, Carlo E., 2009",6.815833,-76.229444,0,0,0,0,0,0,
"UMP 378","","Piazzini, Carlo E., 2009",6.807222,-76.208056,0,0,0,0,0,0,
"UMP 379","","Piazzini, Carlo E., 2009",6.7825,-76.229444,0,0,0,0,0,0,
"UMP 380","","Piazzini, Carlo E., 2009",6.806944,-76.208889,0,0,0,0,0,0,
"UMP 381","","Piazzini, Carlo E., 2009",6.784167,-76.228889,0,0,0,0,0,0,
"UMP 382","","Piazzini, Carlo E., 2009",6.81,-76.212778,0,0,0,0,0,0,
"UMP 383","","Piazzini, Carlo E., 2009",6.784444,-76.228889,0,0,0,0,0,0,
"UMP 384","","Piazzini, Carlo E., 2009",6.817778,-76.218333,0,0,0,0,0,0,
"UMP 385","","Piazzini, Carlo E., 2009",6.785278,-76.228611,0,0,0,0,0,0,
"UMP 386","","Piazzini, Carlo E., 2009",6.820278,-76.215556,0,0,0,0,0,0,
"UMP 387","","Piazzini, Carlo E., 2009",6.784722,-76.230556,0,0,0,0,0,0,
"UMP 388","","Piazzini, Carlo E., 2009",6.821667,-76.212222,0,0,0,0,0,0,
"UMP 389","","Piazzini, Carlo E., 2009",6.786944,-76.229722,0,0,0,0,0,0,
"UMP 390","","Piazzini, Carlo E., 2009",6.810833,-76.2225,0,0,0,0,0,0,
"UMP 391","","Piazzini, Carlo E., 2009",6.7875,-76.229722,0,0,0,0,0,0,
"UMP 392","","Piazzini, Carlo E., 2009",6.7725,-76.229722,0,0,0,0,0,0,
"UMP 393","","Piazzini, Carlo E., 2009",6.788333,-76.228889,0,0,0,0,0,0,
"UMP 394","","Piazzini, Carlo E., 2009",6.7725,-76.228889,0,0,0,0,0,0,
"UMP 395","","Piazzini, Carlo E., 2009",6.788889,-76.228889,0,0,0,0,0,0,
"UMP 396","","Piazzini, Carlo E., 2009",6.774167,-76.229167,0,0,0,0,0,0,
"UMP 397","","Piazzini, Carlo E., 2009",6.798056,-76.2275,0,0,0,0,0,0,
"UMP 398","","Piazzini, Carlo E., 2009",6.776667,-76.229444,0,0,0,0,0,0,
"UMP 399","","Piazzini, Carlo E., 2009",6.799722,-76.227222,0,0,0,0,0,0,
"UMP 400","","Piazzini, Carlo E., 2009",6.777222,-76.229444,0,0,0,0,0,0,
"UMP 401","","Piazzini, Carlo E., 2009",6.746111,-76.244167,0,0,0,0,0,0,
"UMP 402","","Piazzini, Carlo E., 2009",6.779167,-76.228333,0,0,0,0,0,0,
"UMP 403","","Piazzini, Carlo E., 2009",6.743611,-76.240833,0,0,0,0,0,0,
"UMP 404","","Piazzini, Carlo E., 2009",6.7925,-76.211944,0,0,0,0,0,0,
"UMP 405","","Piazzini, Carlo E., 2009",6.744444,-76.240278,0,0,0,0,0,0,
"UMP 406","","Piazzini, Carlo E., 2009",6.796111,-76.227778,0,0,0,0,0,0,
"UMP 407","","Piazzini, Carlo E., 2009",6.743333,-76.239167,0,0,0,0,0,0,
"UMP 408","","Piazzini, Carlo E., 2009",6.793333,-76.226944,0,0,0,0,0,0,
"UMP 409","","Piazzini, Carlo E., 2009",6.743889,-76.238889,0,0,0,0,0,0,
"UIA 109","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.241667,-75.493056,0,0,0,0,0,0,
"UMP 410","","Piazzini, Carlo E., 2009",6.791389,-76.230556,0,0,0,0,0,0,
"UMP 411","","Piazzini, Carlo E., 2009",6.750278,-76.24,0,0,0,0,0,0,
"UMP 412","","Piazzini, Carlo E., 2009",6.791389,-76.231111,0,0,0,0,0,0,
"UMP 413","","Piazzini, Carlo E., 2009",6.750278,-76.241389,0,0,0,0,0,0,
"UMP 414","","Piazzini, Carlo E., 2009",6.790833,-76.231111,0,0,0,0,0,0,
"UMP 415","","Piazzini, Carlo E., 2009",6.750556,-76.2425,0,0,0,0,0,0,
"UMP 416","","Piazzini, Carlo E., 2009",6.791944,-76.229722,0,0,0,0,0,0,
"UMP 417","","Piazzini, Carlo E., 2009",6.749444,-76.243056,0,0,0,0,0,0,
"UMP 418","","Piazzini, Carlo E., 2009",6.792778,-76.229722,0,0,0,0,0,0,
"UMP 419","","Piazzini, Carlo E., 2009",6.747778,-76.243611,0,0,0,0,0,0,
"UMP 420","","Piazzini, Carlo E., 2009",6.792778,-76.230278,0,0,0,0,0,0,
"UMP 421","","Piazzini, Carlo E., 2009",6.748056,-76.243056,0,0,0,0,0,0,
"UMP 422","","Piazzini, Carlo E., 2009",6.794444,-76.230278,0,0,0,0,0,0,
"UMP 423","","Piazzini, Carlo E., 2009",6.755556,-76.240556,0,0,0,0,0,0,
"UIA 120","","Obregón, Mauricio, Luis C. Cardona y Liliana Gómez, 2004",6.255833,-75.499722,0,0,0,0,0,0,
"UMP 424","","Piazzini, Carlo E., 2009",6.794722,-76.23,0,0,0,0,0,0,
"UMP 425","","Piazzini, Carlo E., 2009",6.751944,-76.240278,0,0,0,0,0,0,
"UMP 426","","Piazzini, Carlo E., 2009",6.796667,-76.228056,0,0,0,0,0,0,
"UMP 427","","Piazzini, Carlo E., 2009",6.749722,-76.234722,0,0,0,0,0,0,
"UMP 430","","Piazzini, Carlo E., 2009",6.802222,-76.224722,0,0,0,0,0,0,
"UMP 431","","Piazzini, Carlo E., 2009",6.749444,-76.233889,0,0,0,0,0,0,
"UMP 432","","Piazzini, Carlo E., 2009",6.4725,-76.226389,0,0,0,0,0,0,
"UMP 433","","Piazzini, Carlo E., 2009",6.75,-76.235,0,0,0,0,0,0,
"UMP 434","","Piazzini, Carlo E., 2009",6.474444,-76.226111,0,0,0,0,0,0,
"UMP 435","","Piazzini, Carlo E., 2009",6.776667,-76.233056,0,0,0,0,0,0,
"UMP 436","","Piazzini, Carlo E., 2009",6.807778,-76.226667,0,0,0,0,0,0,
"UMP 437","","Piazzini, Carlo E., 2009",6.776667,-76.232778,0,0,0,0,0,0,
"UMP 438","","Piazzini, Carlo E., 2009",6.805278,-76.227222,0,0,0,0,0,0,
"UMP 439","","Piazzini, Carlo E., 2009",6.7775,-76.233611,0,0,0,0,0,0,
"UMP 440","","Piazzini, Carlo E., 2009",6.790278,-76.228056,0,0,0,0,0,0,
"UMP 441","","Piazzini, Carlo E., 2009",6.773333,-76.235278,0,0,0,0,0,0,
"UMP 442","","Piazzini, Carlo E., 2009",6.752778,-76.249444,0,0,0,0,0,0,
"UMP 443","","Piazzini, Carlo E., 2009",6.773611,-76.235278,0,0,0,0,0,0,
"UMP 444","","Piazzini, Carlo E., 2009",6.754444,-76.250833,0,0,0,0,0,0,
"UMP 445","","Piazzini, Carlo E., 2009",6.778056,-76.233611,0,0,0,0,0,0,
"UMP 446","","Piazzini, Carlo E., 2009",6.755833,-76.247222,0,0,0,0,0,0,
"UMP 447","","Piazzini, Carlo E., 2009",6.778889,-76.233611,0,0,0,0,0,0,
"UMP 448","","Piazzini, Carlo E., 2009",6.422778,-76.247778,0,0,0,0,0,0,
"UMP 449","","Piazzini, Carlo E., 2009",6.779444,-76.233611,0,0,0,0,0,0,
"UMP 450","","Piazzini, Carlo E., 2009",6.760278,-76.244444,0,0,0,0,0,0,
"UMP 451","","Piazzini, Carlo E., 2009",6.779444,-76.234167,0,0,0,0,0,0,
"UMP 452","","Piazzini, Carlo E., 2009",6.76,-76.241111,0,0,0,0,0,0,
"Yacimiento 16B1 - Los Organales","","Santos Vecino, Gustavo A., 1997",6.551111,-74.961944,0,0,0,0,0,0,
"Yacimiento 16B2 - Bosque Lítico","","Santos Vecino, Gustavo A., 1997",6.551944,-74.956667,0,0,0,0,0,0,
"Yacimiento 16B3 - La Pulga","","Santos Vecino, Gustavo A., 1997",6.559722,-74.960556,0,0,0,0,0,0,
"Estructuras Funerarias 1 y 2","","Santos Vecino, Gustavo A., 2006",6.133333,-75.65,0,0,0,0,0,0,
"Casa Barrientos","","García, América, Mónica Henao y Ximena Urrea, 2006",6.248333,-75.564444,0,0,0,0,0,0,
"Yacimiento 1","","Muñoz Zea, Diana P., 2006",6.289444,-75.505833,0,0,0,0,0,0,
"Yacimiento 2","","Muñoz Zea, Diana P., 2006",6.293056,-75.506667,0,0,0,0,0,0,
"Yacimiento 3","","Muñoz Zea, Diana P., 2006",6.293056,-75.5275,0,0,0,0,0,0,
"UMP 453","","Piazzini, Carlo E., 2009",6.78,-76.234444,0,0,0,0,0,0,
"UMP 454","","Piazzini, Carlo E., 2009",6.779167,-76.238611,0,0,0,0,0,0,
"UMP 455","","Piazzini, Carlo E., 2009",6.78,-76.233611,0,0,0,0,0,0,
